PeakID (cmd=annotatePeaks.pl /Volumes/Bioinfo_Ext/16185R/Analysis/Diffbind/practice.txt dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3L.6960239.6967679	chr3L	6960239	6967679	+	3503.5886464396	0.0296548125640246	intron (NM_057632, intron 1 of 2)	intron (NM_057632, intron 1 of 2)	799	NM_057632	38760	Dm.4371	NM_057632		sgl	8310|BG01214|CG10072|Dmel\CG10072|Sgl|UDP-GlcDH|UDPGDH|XIII|kiwi|l(3)05007|l(3)08310|l(3)10503|l(3)65CEd|l(3)SG9|ska|sl	sugarless	protein-coding
3R.24185581.24195155	chr3R	24185581	24195155	+	3497.78608244261	0.0716873848352615	intron (NM_142971, intron 10 of 13)	intron (NM_142971, intron 10 of 13)	-1472	NM_176554	42875	Dm.23339	NM_142970		CG5515	Dmel\CG5515	CG5515	protein-coding
3R.12991719.12999186	chr3R	12991719	12999186	+	3495.48465382337	0.191709716051188	promoter-TSS (NM_141991)	promoter-TSS (NM_141991)	-168	NM_141991	41597	Dm.20183	NM_141991		CG7488	Dmel\CG7488	CG7488	protein-coding
3L.1202531.1209271	chr3L	1202531	1209271	+	3495.44223371915	0.343426134523372	intron (NM_001274314, intron 1 of 8)	intron (NM_001274314, intron 1 of 8)	-1106	NM_138237	38124	Dm.4315	NM_138237		CG9119	CT9987|Dmel\CG9119	CG9119	protein-coding
2R.25074184.25079734	chr2R	25074184	25079734	+	3494.29981038237	0.779943894800981	intron (NM_001259588, intron 3 of 7)	intron (NM_001259588, intron 3 of 7)	7388	NM_001169829	38006	Dm.19312	NM_079140		gol	CG2679|Dmel\CG2679|Gol|anon-G1|g1|meso	goliath	protein-coding
3L.317919.321239	chr3L	317919	321239	+	3494.19904539701	0.382747542878928	5' UTR (NM_080083, exon 1 of 12)	5' UTR (NM_080083, exon 1 of 12)	305	NM_167826	45374	Dm.1632	NM_080083		fwd	CG7004|Dmel\CG7004|Fwd|PI4K|anon-WO0118547.259	four wheel drive	protein-coding
3R.4648676.4657200	chr3R	4648676	4657200	+	3493.1600902191	0.235723786908833	exon (NM_079502, exon 4 of 5)	exon (NM_079502, exon 4 of 5)	-1862	NM_141228	40582	Dm.17193	NM_141228		spartin	CG12001|Dmel\CG12001|Spartin	spartin	protein-coding
2R.23658427.23662872	chr2R	23658427	23662872	+	3491.94969748422	0.581145521578392	intron (NM_137970, intron 2 of 19)	intron (NM_137970, intron 2 of 19)	277	NM_001169805	37741	Dm.4039	NM_137970		Pde8	CG42241|CG45019|CG5411|Dmel\CG45019|Dmel_CG42241|Dmel_CG5411|PDE8|pde8	Phosphodiesterase 8	protein-coding
3R.21775265.21783407	chr3R	21775265	21783407	+	3490.46403992719	-0.306044019930705	intron (NM_001275881, intron 3 of 3)	intron (NM_001275881, intron 3 of 3)	-1489	NM_079715	42563	Dm.16638	NM_079715		RpI12	CG13418|Dmel\CG13418	RpI12	protein-coding
X.21049731.21057089	chrX	21049731	21057089	+	3488.39035018644	0.619328419194552	promoter-TSS (NM_134582)	promoter-TSS (NM_134582)	527	NM_134581	33082		NM_134581		CG1518	Dmel\CG1518|STT	CG1518	protein-coding
X.7282387.7292415	chrX	7282387	7292415	+	3487.17572842456	0.44654563628812	TTS (NM_001298049)	TTS (NM_001298049)	750	NM_132160	31663	Dm.24208	NM_132160		CG2059	Dmel\CG2059	CG2059	protein-coding
2L.5322701.5330848	chr2L	5322701	5330848	+	3482.93435360908	0.286852462561119	promoter-TSS (NM_001103618)	promoter-TSS (NM_001103618)	-91	NM_001258955	33761	Dm.13484	NM_135077		Ncoa6	CG14023|Dmel\CG14023|NCOA6|dNCOA6	Nuclear receptor coactivator 6	protein-coding
3R.20739819.20746692	chr3R	20739819	20746692	+	3481.48067416654	-0.112815064698547	TTS (NM_142652)	TTS (NM_142652)	614	NM_169917	42456	Dm.29794	NM_169917		CG31199	CG17837|Dmel\CG31199	uncharacterized protein	protein-coding
3R.31807675.31813807	chr3R	31807675	31813807	+	3479.11684313176	-0.046621227984796	promoter-TSS (NM_143644)	promoter-TSS (NM_143644)	-555	NM_143644	43756		NM_143644		CG11576	Dmel\CG11576	uncharacterized protein	protein-coding
3L.22132620.22137136	chr3L	22132620	22137136	+	3478.77389124102	0.2567691951369	Intergenic	Intergenic	-1212	NM_001275275	40453	Dm.2994	NM_168948		olf413	CG12673|CG14461|CG7495|CR33185|Dmel\CG12673|Olf413	olf413	protein-coding
3R.23685183.23690821	chr3R	23685183	23690821	+	3475.61042560639	-0.242840057785492	exon (NM_142911, exon 4 of 4)	exon (NM_142911, exon 4 of 4)	1747	NM_142911	42791	Dm.1296	NM_142911		SPE	CG16705|CT37173|Dmel\CG16705|SP4|Sp4|c-SP4|proPO-AE|spe	Spatzle-Processing Enzyme	protein-coding
2L.14489665.14493521	chr2L	14489665	14493521	+	3472.59907357248	0.375911946019303	intron (NM_001299003, intron 1 of 1)	CpG	734	NM_001299003	34847	Dm.5413	NM_057569		noc	BG:DS04641.1|CG4491|Dmel\CG4491|Noc|br22|el|l(2)35Ba|l(2)35Ba/nocA|l(2)br22|l35Ba|nocA|noc[A]	no ocelli	protein-coding
2R.14483721.14494509	chr2R	14483721	14494509	+	3472.06475331294	0.265069858881834	intron (NM_001316420, intron 1 of 3)	intron (NM_001316420, intron 1 of 3)	7928	NM_001316420	26067067	Dm.1451	NM_001316420		PRAS40	CG10109|CG46146|Dmel\CG46146|L|dPRAS40	Proline-rich Akt substrate 40 kDa	protein-coding
3L.18799804.18804070	chr3L	18799804	18804070	+	3470.65651007277	0.871041935278675	promoter-TSS (NM_079419)	promoter-TSS (NM_079419)	-625	NR_133270	26067266		NR_133270		CR45939	Dmel\CR45939	ncRNA	ncRNA
2R.12631230.12638159	chr2R	12631230	12638159	+	3468.63694001969	0.265700498335023	TTS (NM_136958)	TTS (NM_136958)	988	NM_001273993	3772247	Dm.23242	NM_001032241		CG33671	CG16804|CG16804b|CG33009|CG33009-ORFB|CG33009ORFB|CG8810|Dmel\CG33671|Dromel_CG33672_FBtr0091651_mORF|MevK	uncharacterized protein	protein-coding
2L.7526809.7536176	chr2L	7526809	7536176	+	3466.14239240486	0.332590829621274	promoter-TSS (NM_001014478)	promoter-TSS (NM_001014478)	-918	NM_001014478	34032	Dm.3069	NM_144299		RapGAP1	CG13789|CG13790|CG13791|CG33529|CG34374|CG44086|CG6682|Dmel\CG44086|Dmel_CG13790|Dmel_CG13791|Dmel_CG33529|Dmel_CG34374|FBpp0111515|Q9VM02_DROME|RapGap1|Rapgap1|rapgap1	Rap GTPase activating protein 1	protein-coding
3R.6419105.6427382	chr3R	6419105	6427382	+	3465.45276240481	0.0454725988750573	intron (NM_001275387, intron 1 of 6)	intron (NM_001275387, intron 1 of 6)	-13665	NR_073986	14462439		NR_073986		CR44017	Dmel\CR44017	ncRNA	ncRNA
2L.733176.737354	chr2L	733176	737354	+	3454.95888680966	-0.0565103834481916	Intergenic	CpG	6526	NM_001169373	33247	Dm.4846	NM_058079		Eaat2	CG3159|Dmel\CG3159|EAAT|dEAAT2|dEaat2	Excitatory amino acid transporter 2	protein-coding
2R.6777636.6783889	chr2R	6777636	6783889	+	3454.63459733033	0.0601801694120636	exon (NM_078904, exon 1 of 2)	exon (NM_078904, exon 1 of 2)	729	NM_078904	35587	Dm.33529	NM_078904		Cyp6a2	143127_at|6a2|91-R|91R|CG9438|CYP6A2|CYP6a2|Cyp6A2|Cyp6a|Cyt-P450-B1|Dmel\CG9438|P-450|P-450-B|P450|P450-B|P450-B1|cyp6a2	Cytochrome P450-6a2	protein-coding
3L.15232941.15236981	chr3L	15232941	15236981	+	3453.52994213488	0.834345331579193	promoter-TSS (NM_080018)	promoter-TSS (NM_080018)	-658	NM_080018	44497	Dm.3403	NM_080018		Tollo	CG6890|CT21344|Dmel\CG6890|TOLL 8|Tl-8|Toll-8|dTLR8|dToll8|toll|tollo|tollo/toll-8	tollo	protein-coding
3L.11819247.11826951	chr3L	11819247	11826951	+	3452.80834702065	0.518325119459175	promoter-TSS (NM_001043137)	promoter-TSS (NM_001043137)	115	NR_003866	5740838	Dm.38304	NR_003866		snoRNA:Psi18S-920	CR34641|Dmel\CR34641|Psi 18S-920|psi18S-920	ncRNA	ncRNA
2R.6238897.6246920	chr2R	6238897	6246920	+	3452.79252714463	0.353297116594891	intron (NM_165469, intron 2 of 9)	intron (NM_165469, intron 2 of 9)	628	NM_165471	35554	Dm.3155	NM_078903		Pld	CG12110|Dmel\CG12110|PLD|dPLD|dPld|pld|pld1	Phospholipase D	protein-coding
2L.20713706.20717488	chr2L	20713706	20717488	+	3451.55992052607	-0.0332462028051952	Intergenic	Intergenic	-1009	NM_001169553	35332	Dm.2701	NM_057771		Hr38	38E.3|38E.7|CG1864|DHR38|Dhr38|Dmel\CG1864|HR38|NR4A4|dHR38|hr38|l(2)02306	Hormone receptor-like in 38	protein-coding
3L.5607645.5613123	chr3L	5607645	5613123	+	3446.13208951708	1.00605920837573	Intergenic	Intergenic	-2084	NM_139724	38637	Dm.6163	NM_139724		Eaf6	CG12756|Dmel\CG12756|dEaf6	Esa1-associated factor 6	protein-coding
3L.14840226.14847231	chr3L	14840226	14847231	+	3445.57175460443	-0.129703610459375	intron (NM_206363, intron 3 of 18)	intron (NM_206363, intron 3 of 18)	38592	NM_001043141	39616		NM_206363		CG17839	17839|CT39634|Dmel\CG17839	uncharacterized protein	protein-coding
2R.23814795.23820492	chr2R	23814795	23820492	+	3442.93382118055	0.340000005956691	intron (NM_166625, intron 1 of 4)	intron (NM_166625, intron 1 of 4)	684	NM_166625	37770	Dm.752	NM_166625		CG4797	Dmel\CG4797	CG4797	protein-coding
2R.11527297.11529991	chr2R	11527297	11529991	+	3441.85019764043	0.769165621130952	promoter-TSS (NM_165841)	promoter-TSS (NM_165841)	-434	NM_165841	36240	Dm.22056	NM_078976		en	153867_at|Apa|CG9015|Dmel\CG9015|EN|En|EnR|Eng|Engr|Engrailed|Engrailed/Invected|Es|V|en1|spa2|spt	engrailed	protein-coding
X.2683789.2687996	chrX	2683789	2687996	+	3437.87691747795	0.46879493597544	5' UTR (NM_001272265, exon 1 of 9)	5' UTR (NM_001272265, exon 1 of 9)	312	NM_080317	31251	Dm.65	NM_080317		per	CG2647|Clk|Dmel\CG2647|EG:155E2.4|PER|Per|clk-6|dPER|dmper|dper|mel_per	period	protein-coding
2R.15860561.15864035	chr2R	15860561	15864035	+	3436.91304833319	0.261202347293806	promoter-TSS (NM_001103862)	promoter-TSS (NM_001103862)	-278	NM_166119	47611	Dm.4613	NM_137219		Gpo-1	1(2) K05713|CG 8256|CG18786|CG8256|Dmel\CG8256|GPO|GPO-1|Gpo|alpha-GPO|alphaGPO|anon-WO0118547.114|l(2)k05713	Glycerophosphate oxidase-1	protein-coding
3L.16869594.16882364	chr3L	16869594	16882364	+	3436.24354716532	0.0495289208585716	intron (NM_001259879, intron 2 of 9)	intron (NM_001259879, intron 2 of 9)	-1330	NM_168692	317894	Dm.33592	NM_168692		CG32170	BcDNA:RE28470|CT12913|Dmel\CG32170	uncharacterized protein	protein-coding
3L.22771543.22776138	chr3L	22771543	22776138	+	3432.82548072328	-0.0178688696786066	promoter-TSS (NM_001170025)	promoter-TSS (NM_001170025)	-197	NM_001170025	40495	Dm.31157	NM_168961		SPoCk	CG14449|CG32451|CG7651|Dmel\CG32451|SPoCK|anon-WO0118547.249	Secretory Pathway Calcium atpase	protein-coding
X.20655884.20662801	chrX	20655884	20662801	+	3431.65206714045	0.789639338339473	intron (NM_001298570, intron 2 of 3)	intron (NM_001298570, intron 2 of 3)	-1664	NR_123968	19836007		NR_123968		CR45466	Dmel\CR45466	ncRNA	ncRNA
3R.7808697.7812642	chr3R	7808697	7812642	+	3428.77540864847	0.084722676620335	promoter-TSS (NM_141483)	promoter-TSS (NM_141483)	137	NM_169194	40925	Dm.20783	NM_169194		sgll	CG2649|CG31472|Dmel\CG31472|dPNPO	sugarlethal	protein-coding
X.5514993.5519273	chrX	5514993	5519273	+	3428.35826233846	0.558985835971894	promoter-TSS (NM_132000)	promoter-TSS (NM_132000)	-126	NM_132000	31466	Dm.13993	NM_132000		CG12730	BcDNA:RE01432|Dmel\CG12730	uncharacterized protein	protein-coding
2L.198900.215474	chr2L	198900	215474	+	3426.22363372876	-0.224756151492491	promoter-TSS (NM_001272878)	promoter-TSS (NM_001272878)	8	NM_001272877	33184	Dm.243	NM_134659		Tbc1d15-17	CG11490|Dmel\CG11490	TBC1 domain family member 15/17	protein-coding
2R.12647216.12653907	chr2R	12647216	12653907	+	3421.96531617865	0.234134288486769	TTS (NM_136961)	TTS (NM_136961)	1926	NM_136961	36392	Dm.10771	NM_136961		CG8778	Dmel\CG8778	CG8778	protein-coding
2L.16532432.16536365	chr2L	16532432	16536365	+	3419.5297624114	0.673150553920095	promoter-TSS (NR_124308)	promoter-TSS (NR_124308)	90	NR_124308	19835421		NR_124308		CR45354	Dmel\CR45354	ncRNA	ncRNA
3L.704201.715657	chr3L	704201	715657	+	3415.59545397151	-0.0040103377935643	TTS (NM_001144395)	TTS (NM_001144395)	413	NM_079151	38088	Dm.2861	NM_079151		CkIIalpha-i3	CG3217|CKIIalpha-i3|Dmel\CG3217	CKII-alpha subunit interactor-3	protein-coding
2R.14330131.14336619	chr2R	14330131	14336619	+	3414.18875336465	0.165217161882842	intron (NM_166047, intron 1 of 3)	intron (NM_166047, intron 1 of 3)	991	NM_166047	36592	Dm.2231	NM_137108		Shroom	CG13942|CG13944|CG34379|CG8603|Dmel\CG34379|Dmel_CG13942|Dmel_CG8603|Shrm|Shrooom|dShrm|dmShroom	shroom	protein-coding
2L.10007122.10014639	chr2L	10007122	10014639	+	3413.25667864859	0.644587583836372	exon (NM_164885, exon 2 of 4)	exon (NM_164885, exon 2 of 4)	526	NM_164885	34333	Dm.4795	NM_057660		Trp1	CG4758|Dmel\CG4758|Dtrp1|Tp1|sec62	Translocation protein 1	protein-coding
2L.8378761.8385903	chr2L	8378761	8385903	+	3412.45074063907	0.0939687952021798	promoter-TSS (NM_205934)	promoter-TSS (NM_205934)	391	NM_135376	34157	Dm.18218	NM_135376		CG13392	Dmel\CG13392	uncharacterized protein	protein-coding
3L.6789370.6793204	chr3L	6789370	6793204	+	3412.15619458204	0.176795908838448	exon (NM_001169884, exon 1 of 1)	exon (NM_001169884, exon 1 of 1)	1129	NM_001169884	38752	Dm.2556	NM_079224		vvl	CF1A|CG10037|Cf1-a|Cf1a|Cf1a/drifter|Cfla|DFR|Dfr|Dfr/Vvl|Dmel\CG10037|Drf|VVL|Vv1|Vvl|dfr|dfr-vvl|dfr/vvl|drf|prd3|sep|ut|vvl/dfr|vvl/dfr/ut	ventral veins lacking	protein-coding
2L.4338666.4342129	chr2L	4338666	4342129	+	3407.7656189772	0.119582033348247	intron (NM_001103608, intron 1 of 6)	intron (NM_001103608, intron 1 of 6)	1673	NM_001103608	33636	Dm.2602	NM_078747		Atet	CG2969|Dmel\CG2969	ABC transporter expressed in trachea	protein-coding
3R.22749481.22757103	chr3R	22749481	22757103	+	3407.34740680588	-0.171143702679376	intron (NM_001275923, intron 1 of 7)	intron (NM_001275923, intron 1 of 7)	-1323	NM_001104411	42703		NM_176542		CG7029	Dmel\CG7029	CG7029	protein-coding
2R.22538373.22547552	chr2R	22538373	22547552	+	3403.22896427886	0.0180743521354639	intron (NM_166535, intron 3 of 13)	intron (NM_166535, intron 3 of 13)	3596	NM_001103947	37573	Dm.3051	NM_166535		px	CG4444|Dmel\CG4444|l(2)k08134|l(2)k08316	plexus	protein-coding
3R.27242564.27247967	chr3R	27242564	27247967	+	3402.76803282487	0.134934828358355	promoter-TSS (NM_170328)	promoter-TSS (NM_170328)	-16	NM_170328	59150	Dm.4452	NM_144400		CG18766	CG5995|Dmel\CG18766	uncharacterized protein	protein-coding
3L.17910724.17918494	chr3L	17910724	17918494	+	3401.43373295905	0.377850753949936	Intergenic	Intergenic	-2044	NM_140769	39998	Dm.1938	NM_140769		CG5290	Dmel\CG5290	CG5290	protein-coding
2L.6065008.6074655	chr2L	6065008	6074655	+	3400.70949426207	0.108234244175296	TTS (NM_135149)	TTS (NM_135149)	732	NM_001298732	33857	Dm.30771	NM_135148		Pfdn1	CG13993|Dmel\CG13993|anon-EST:Posey288|pfdn1	Prefoldin 1	protein-coding
3L.16374938.16382846	chr3L	16374938	16382846	+	3397.14798484518	0.558926535755817	promoter-TSS (NM_140629)	promoter-TSS (NM_140629)	-326	NM_001275011	39818	Dm.11424	NM_140629		roq	CG16807|Dmel\CG16807|NEST:bs21b12	roquin	protein-coding
3R.24314873.24321639	chr3R	24314873	24321639	+	3396.57218382631	0.367692178748315	promoter-TSS (NM_170139)	promoter-TSS (NM_170139)	163	NM_142986	42897	Dm.3011	NM_142986		Nab2	BEST:GH27517|BcDNA:LD27873|CG5720|Dmel\CG5720|DnAB2|RE28534|anon-EST:Liang-1.43|clone 1.43|dNab2	Nuclear polyadenosine RNA-binding 2	protein-coding
2R.9278127.9287551	chr2R	9278127	9287551	+	3394.39645215366	0.253818247284284	intron (NM_001259291, intron 2 of 10)	intron (NM_001259291, intron 2 of 10)	-2006	NR_124483	19834779		NR_124483		CR45132	Dmel\CR45132	ncRNA	ncRNA
3L.10774966.10778323	chr3L	10774966	10778323	+	3390.58097901227	0.194858877837431	Intergenic	Intergenic	4719	NM_001259780	12798172	Dm.33178	NM_001259780		CG43245	Dmel\CG43245	uncharacterized protein	protein-coding
3L.1737309.1742915	chr3L	1737309	1742915	+	3389.91727838575	0.179949144153393	intron (NM_167912, intron 1 of 2)	intron (NM_167912, intron 1 of 2)	867	NM_167912	38221	Dm.818	NM_139398		Gk2	CG7995|Dmel\CG7995|Gk|dGK	Glycerol kinase 2	protein-coding
2R.24508162.24516409	chr2R	24508162	24516409	+	3384.31354216809	0.310640311118381	exon (NM_166675, exon 2 of 4)	exon (NM_166675, exon 2 of 4)	2712	NM_166675	37912	Dm.7406	NM_138078		Letm1	B4D|CG4589|DmLETM1|Dmel\CG4589|anon-60Da|anon60Da|dLetm1|l(2)k10502|letm1	LETM1 ortholog	protein-coding
2R.6711018.6716739	chr2R	6711018	6716739	+	3383.45136140251	0.16613226268669	intron (NM_001299217, intron 1 of 6)	(AT)n|Simple_repeat|Simple_repeat	-1594	NM_001299218	19836220		NM_001299217		CG45092	Dmel\CG45092	uncharacterized protein	protein-coding
2R.20324519.20331778	chr2R	20324519	20331778	+	3379.77014717405	0.408475175697801	promoter-TSS (NM_001299702)	promoter-TSS (NM_001299702)	-184	NM_001299702	37306	Dm.6803	NM_137632		CG8929	Dmel\CG8929|anon-WO0118547.91	CG8929	protein-coding
X.5044555.5048568	chrX	5044555	5048568	+	3374.83928710992	0.921322754321759	intron (NR_123794, intron 1 of 3)	intron (NR_123794, intron 1 of 3)	-1712	NM_167026	31429	Dm.1677	NM_080338		ovo	CG15467|CG6824|Dmel\CG6824|Fs(1)K1103|Fs(1)K1237|Fs(1)K155|OVO|Ovo|Ovo-D|Shv|Svb|Svb/Ovo|fs(1)K1237|fs(1)M1|fs(1)M38|ovo/shavenbaby|ovo/svb|ovoD|svb	ovo	protein-coding
3R.23886076.23893931	chr3R	23886076	23893931	+	3372.16002473065	0.196671388500714	promoter-TSS (NM_001104420)	promoter-TSS (NM_001104420)	49	NM_079742	42821	Dm.1303	NM_079742		Pli	CG5212|Dmel\CG5212|PAP|pli	Pellino	protein-coding
3L.22887625.22895505	chr3L	22887625	22895505	+	3368.11748631317	0.230211616681978	exon (NM_168978, exon 2 of 3)	exon (NM_168978, exon 2 of 3)	2302	NM_168978	40510	Dm.11707	NM_141171		slif	CG11128|Dmel\CG11128|Slif|slifA	slimfast	protein-coding
2L.1906756.1915949	chr2L	1906756	1915949	+	3367.94510826954	0.530052111379529	promoter-TSS (NM_001103580)	promoter-TSS (NM_001103580)	-390	NM_001103580	33367	Dm.264	NM_134786		Wdr62	CG7337|Dmel\CG7337|Q0E8U7_DROME|wdr62	WD repeat domain 62	protein-coding
3L.3770759.3781133	chr3L	3770759	3781133	+	3364.62810263382	0.174681586281565	intron (NM_206268, intron 2 of 10)	intron (NM_206268, intron 2 of 10)	-10215	NM_001259678	38438	Dm.6508	NM_168037		CG32264	CG10857|CG10860|CG12604|CG14978|Dmel\CG32264	uncharacterized protein	protein-coding
2L.12365031.12368009	chr2L	12365031	12368009	+	3363.29955176752	0.601933889052024	5' UTR (NM_001259070, exon 1 of 7)	5' UTR (NM_001259070, exon 1 of 7)	154	NM_001259070	250811	Dm.412	NM_135715		bru2	Bru-2|CG17008|CG31761|CG31763|CG43065|CG6319|Dm Bru-2|Dmel\CG43065|Dmel_CG31761|Dmel_CG31763|bru-2	bruno 2	protein-coding
3R.8979324.8986923	chr3R	8979324	8986923	+	3361.49839756109	0.34250704447438	TTS (NM_141592)	TTS (NM_141592)	1192	NM_141593	41071	Dm.1110	NM_141593		RagA-B	CG11968|Dmel\CG11968|Gtr1|Rag|RagA|RagA/B|dRagA|dRagB|rag|ragA	Ras-related GTP binding A/B	protein-coding
2L.18323888.18333266	chr2L	18323888	18333266	+	3359.16327081463	0.483024083868815	intron (NM_001299109, intron 1 of 6)	intron (NM_001299109, intron 1 of 6)	8475	NM_165249	35097	Dm.6733	NM_165249		Fas3	CG5803|Dmel\CG5803|FAS III|FAS3|FASIII|Fas|Fas III|Fas-3|Fas-III|FasIII|FasIIIface|FascIII|fas III|fas-III|fas3|fasIII|fascIII	Fasciclin 3	protein-coding
3L.7431966.7435889	chr3L	7431966	7435889	+	3357.1088695261	0.780225278296236	TTS (NM_139864)	TTS (NM_139864)	1263	NM_001274588	38831	Dm.3545	NM_139864		Rac2	CG8556|D-Rac 2|D-Rac2|DRac2|DRacB|DmRAC2|Dmel\CG8556|Drac1b|Drac2|P48554|Rac|Rac GTPase|Rac-2|Rac1|Rac1b|RacB|rac2	Rac2	protein-coding
3R.13712936.13718376	chr3R	13712936	13718376	+	3355.09300194853	0.150590748767309	5' UTR (NM_001144575, exon 1 of 13)	5' UTR (NM_001144575, exon 1 of 13)	449	NM_001104308	5740131	Dm.6711	NM_142053		CG34383	CG14365|CG14366|CG9322|Dm_3R:52023|Dmel\CG34383|Dmel_CG14365|Dmel_CG14366|Dmel_CG9322	uncharacterized protein	protein-coding
X.11346683.11352362	chrX	11346683	11352362	+	3354.20284947395	0.484439840111355	promoter-TSS (NM_132482)	promoter-TSS (NM_132482)	473	NM_132481	32075	Dm.13923	NM_132481		CG1738	BcDNA:RE11532|Dmel\CG1738	CG1738	protein-coding
3L.5341129.5352562	chr3L	5341129	5352562	+	3352.8381925649	-0.0524513137494859	intron (NM_001274511, intron 3 of 5)	intron (NM_001274511, intron 3 of 5)	4634	NM_168115	38610	Dm.6871	NM_079209		lama	CG10645|Dmel\CG10645	lamina ancestor	protein-coding
3L.16085625.16093449	chr3L	16085625	16093449	+	3350.07794863759	0.157332032411725	promoter-TSS (NM_168650)	promoter-TSS (NM_168650)	855	NM_001274992	39758	Dm.5849	NM_140576		CG5235	Dmel\CG5235	CG5235	protein-coding
X.2039470.2045755	chrX	2039470	2045755	+	3349.19393133077	0.34649165463496	promoter-TSS (NM_001272239)	promoter-TSS (NM_001272239)	-301	NM_166920	31166	Dm.25	NM_058136		Actn	ACTN|CG4376|CT14163|CT14232|Dmel\CG4376|EG:133E12.1|GA17|HM-29|actn|alpha-actinin|alphaActn|fliA|l(1)2Cb|l(1)EA82|y	alpha actinin	protein-coding
3R.4909202.4915703	chr3R	4909202	4915703	+	3348.20452808081	-0.0118137994209913	intron (NM_141248, intron 1 of 6)	intron (NM_141248, intron 1 of 6)	1900	NM_169022	40608	Dm.3963	NM_141248		Cdep	BcDNA:AT26639|BcDNA:RH50880|CDEP|CG1283|CG2008|CG31536|CG34306|CG44193|Dmel\CG44193|Dmel_CG31536|Dmel_CG34306|i23	Chondrocyte-derived ezrin-like domain containing protein	protein-coding
3R.4378003.4384412	chr3R	4378003	4384412	+	3346.41023915336	0.0980724394329452	promoter-TSS (NM_141204)	promoter-TSS (NM_141204)	-99	NM_141204	40553	Dm.12849	NM_141204		Cont	CG1084|CONT|CT1481|D-Axonin|DCONT|Dmel\CG1084|cont	Contactin	protein-coding
2R.8126563.8133246	chr2R	8126563	8133246	+	3337.65679951478	0.275834984407018	TTS (NM_078935)	TTS (NM_078935)	1419	NM_001169616	8674068	Dm.11519	NM_001169615		CG42516	Dmel\CG42516|Dromel_CG11508_FBtr0088817_uORF	uncharacterized protein	protein-coding
3R.7905950.7915286	chr3R	7905950	7915286	+	3336.83897790055	0.309115250485553	TTS (NM_141491)	TTS (NM_141491)	1161	NM_079547	40935	Dm.9919	NM_079547		Prat	CG2867|DmPrat|Dmel\CG2867	Phosphoribosylamidotransferase	protein-coding
X.7965553.7971128	chrX	7965553	7971128	+	3335.57837441687	0.584894664176643	promoter-TSS (NM_167140)	promoter-TSS (NM_167140)	-104	NM_078520	31716	Dm.3604	NM_078520		sws	CG2212|Dmel\CG2212|PNPLA6|SWS|Sws|olfE	swiss cheese	protein-coding
3L.8951535.8958043	chr3L	8951535	8958043	+	3331.81832090541	-0.00682969993910407	promoter-TSS (NM_168301)	promoter-TSS (NM_168301)	-232	NM_079262	39020	Dm.898	NM_079262		GNBP3	CG5008|DGNBP-3|Dmel\CG5008|GNBP|GNBP-3|Gnbp3|Hades|gnbp3	Gram-negative bacteria binding protein 3	protein-coding
2L.3300497.3305763	chr2L	3300497	3305763	+	3329.67226410903	0.436873469266277	promoter-TSS (NM_134918)	promoter-TSS (NM_134918)	0	NM_134916	33541	Dm.10919	NM_134916		CG9663	Dmel\CG9663	CG9663	protein-coding
X.934307.941608	chrX	934307	941608	+	3329.28690068032	0.498850201175664	TTS (NM_001272186)	TTS (NM_001272186)	2099	NM_166868	31042	Dm.47	NM_166866		TRAM	CG11642|CG18830|Dmel\CG11642|EG:BACR7A4.5	TRAM	protein-coding
3L.16608661.16616392	chr3L	16608661	16616392	+	3327.96783111564	0.0199736743126937	promoter-TSS (NM_140651)	promoter-TSS (NM_140651)	40	NM_140651	39857	Dm.25457	NM_140651		CG4101	Dmel\CG4101|anon-73B1|anon73B1	CG4101	protein-coding
X.16609848.16622782	chrX	16609848	16622782	+	3317.98837536269	0.41585354024165	exon (NM_132909, exon 2 of 3)	exon (NM_132909, exon 2 of 3)	5274	NM_132909	32632	Dm.17373	NM_132909		CG9782	Dmel\CG9782	CG9782	protein-coding
X.9105986.9112229	chrX	9105986	9112229	+	3313.8381943029	0.727519344775037	promoter-TSS (NM_001103448)	promoter-TSS (NM_001103448)	416	NM_176718	31842	Dm.5374	NM_132299		AP-1gamma	AP-1|AP-1 gamma|AP-1[gamma]|AP1gamma|AP1gamma1|Ap-1|CG9113|Dmel\CG9113|apl4|cg9113|dgamma|gamma|gamma-Ada	Adaptor Protein complex 1, gamma subunit	protein-coding
